customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1658-0349,Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,1676.7,Yes
8769-0350,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),98.85,6524.1,No
5067-0351,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.95,6886.75,No
3957-0352,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.95,862.2,No
5954-0353,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.8,7545.6,No
0434-0354,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.3,4965.0,No
1215-0355,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,5133.0,No
0526-0356,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),40.7,2930.4,No
0557-0357,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.5,872.0,No
5698-0358,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.8,1113.6,Yes
5122-0359,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.2,150.4,No
8627-0360,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,77.1,3777.9,No
3410-0361,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,78.9,2288.1,No
3170-0362,Male,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.5,943.5,No
7410-0363,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,555.45,No
2273-0364,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.85,140.55,No
0731-0365,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.7,985.0,No
1891-0366,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,7098.0,No
8028-0367,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.35,1377.65,No
5630-0368,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.9,185.7,No
2673-0369,Female,1,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,109.4,5907.6,No
6416-0370,Female,1,No,No,47,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),52.85,2483.95,No
5590-0371,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.35,266.75,No
0191-0372,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.75,2152.5,No
3887-0373,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.4,1171.2,No
5919-0374,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.15,76.15,Yes
8108-0375,Female,0,Yes,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,48.85,390.8,No
9191-0376,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.75,502.25,Yes
9919-0377,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,4585.5,No
0318-0378,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.5,888.0,No
4445-0379,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.2,1069.2,No
4808-0380,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.55,2154.25,No
1862-0381,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.5,943.5,No
2796-0382,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,861.75,No
3016-0383,Male,0,Yes,No,31,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,31.25,968.75,No
4767-0384,Male,1,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.05,2269.4,No
2424-0385,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.0,144.0,No
7233-0386,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,82.8,5382.0,No
6067-0387,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,7246.05,No
9848-0388,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.5,6965.0,No
8637-0389,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,986.05,Yes
9803-0390,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),65.25,4437.0,No
0278-0391,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.5,129.5,Yes
3212-0392,Male,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.2,960.0,No
4598-0393,Male,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,2470.0,Yes
6380-0394,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.5,18.5,No
3679-0395,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.5,18.5,No
7123-0396,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.8,3804.8,No
5386-0397,Female,1,Yes,No,67,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),41.65,2790.55,No
3192-0398,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6994.0,Yes
6180-0399,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.2,141.0,No
6728-0400,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,101.55,7311.6,No
9750-0401,Female,0,No,No,31,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,33.85,1049.35,No
8597-0402,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,91.55,3662.0,No
2848-0403,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.5,1332.0,No
0486-0404,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.75,5437.5,Yes
4549-0405,Female,0,No,No,51,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),56.45,2878.95,No
5712-0406,Female,1,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.45,3980.25,No
4846-0407,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.8,2618.0,No
5256-0408,Male,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,51.2,3430.4,No
3071-0409,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.95,175.9,No
9560-0410,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),27.45,1043.1,No
5299-0411,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.15,785.2,Yes
8402-0412,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.5,777.0,No
9445-0413,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.9,2155.4,No
1091-0414,Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.8,5556.4,No
2928-0415,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.5,74.0,No
0404-0416,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.2,312.8,Yes
6497-0417,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,48.0,192.0,No
7219-0418,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.45,97.8,No
4622-0419,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,86.05,2667.55,No
4412-0420,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.45,2280.6,Yes
6734-0421,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,1411.05,No
3930-0422,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.95,22.95,No
2639-0423,Female,1,No,No,72,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,53.15,3826.8,No
2876-0424,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,1245.3,No
6207-0425,Male,0,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.1,1212.2,Yes
8587-0426,Female,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),48.55,3252.85,No
3091-0427,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.75,127.0,Yes
2372-0428,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.15,42.15,Yes
7799-0429,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.8,981.0,No
7850-0430,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.6,1669.8,No
3774-0431,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.1,1614.7,No
6217-0432,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.5,1036.0,No
0390-0433,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,222.45,Yes
3146-0434,Male,1,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.25,5967.5,No
4080-0435,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,74.65,671.85,Yes
1095-0436,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.05,4234.3,Yes
3115-0437,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,47.1,No
5709-0438,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.65,77.65,No
4075-0439,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,76.45,76.45,No
7644-0440,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.5,18.5,No
7590-0441,Female,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32.75,98.25,No
5575-0442,Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,53.35,1707.2,No
3668-0443,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.55,169.65,Yes
7795-0444,Male,1,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),38.5,1617.0,No
9237-0445,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,146.4,Yes
9305-0446,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.65,1052.15,Yes
1452-0447,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.4,2102.2,No
6713-0448,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,33.55,234.85,No
7892-0449,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.1,2858.8,Yes
6388-0450,Male,0,No,Yes,65,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),59.75,3883.75,No
9763-0451,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.05,564.6,No
7469-0452,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.35,290.55,No
8091-0453,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),97.25,5640.5,No
0280-0454,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.9,5558.8,Yes
5129-0455,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.2,2452.8,No
3655-0456,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.25,8253.75,No
8191-0457,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.5,925.0,No
9959-0458,Female,1,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.5,7884.0,No
4190-0459,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),51.5,463.5,Yes
4183-0460,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.65,2130.95,No
8779-0461,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,35.75,35.75,Yes
1680-0462,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.2,288.6,No
1066-0463,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.05,24.05,Yes
3638-0464,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),62.1,3726.0,No
6322-0465,Male,0,Yes,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.3,2975.1,No
6865-0466,Male,1,No,No,31,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.3,1776.3,No
6467-0467,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.85,4525.4,Yes
8665-0468,Female,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,32.0,32.0,Yes
5248-0469,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),93.55,6548.5,No
8773-0470,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.3,1193.4,Yes
3841-0471,Male,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),99.45,6762.6,No
4929-0472,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.1,184.2,No
6827-0473,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,69.05,2071.5,No
7310-0474,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.5,37.0,No
3413-0475,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.95,47.95,No
6234-0476,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),96.1,6919.2,No
6047-0477,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.2,577.6,Yes
6572-0478,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.8,3186.0,No
5380-0479,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.65,3911.4,Yes
8168-0480,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.65,1118.15,Yes
8865-0481,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,51.65,671.45,No
9489-0482,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),72.8,5023.2,No
9867-0483,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.65,430.35,No
4671-0484,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.25,5078.25,No
4080-0485,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.9,1246.4,No
3714-0486,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.7,4209.6,No
5948-0487,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.75,203.0,No
7760-0488,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.65,83.65,Yes
7639-0489,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.05,4295.65,No
2954-0490,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.95,4418.7,No
8012-0491,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.35,4110.75,No
9420-0492,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.7,1322.1,Yes
6575-0493,Female,1,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.4,1830.4,No
7495-0494,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.05,415.25,Yes
4667-0495,Male,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.75,4725.0,No
1658-0496,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,1562.4,Yes
8769-0497,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.35,6614.4,No
5067-0498,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.45,6958.35,No
3957-0499,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.45,967.3,No
5954-0500,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.3,7869.6,No
0434-0501,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.8,4774.8,No
1215-0502,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.5,5215.5,No
0526-0503,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),45.2,3254.4,No
0557-0504,Female,1,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.8,1171.8,No
5698-0505,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.3,778.4,Yes
5122-0506,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.5,382.5,No
8627-0507,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,81.6,3835.2,No
3410-0508,Female,0,No,No,34,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,80.2,2726.8,No
3170-0509,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.65,1109.85,No
7410-0510,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.65,967.8,No
2273-0511,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.35,51.35,No
0731-0512,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.0,1113.0,No
1891-0513,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.7,7163.1,No
8028-0514,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1577.6,No
5630-0515,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.4,66.4,No
2673-0516,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,113.9,6492.3,No
6416-0517,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),57.35,2466.05,No
5590-0518,Female,1,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.85,578.5,No
0191-0519,Female,1,No,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.25,2135.0,No
3887-0520,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.9,1329.4,No
5919-0521,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,80.65,Yes
8108-0522,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.35,586.85,No
9191-0523,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.25,762.5,Yes
9919-0524,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.4,4575.2,No
0318-0525,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.05,968.3,No
4445-0526,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.7,915.3,No
